,LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP,NHL_DV
0,WHL,100056/tye-hand,D,2013,18.252778,31,0,2,2,0.06,1,1,31,1,0,DY,L,No,0.0,0,0
3,OHL,100141/sean-thompson,F,2004,20.625,38,6,5,11,0.28947399999999995,3,3,137,0,1,DY+2,L,No,0.0,0,0
5,USHL,100151/stanislav-dzakhov,F,2013,20.497222,22,3,3,6,0.272727,2,2,66,0,0,DY+2,R,No,0.0,0,0
7,QMJHL,100165/owen-bennington,F,2015,20.444444,66,2,2,4,0.06,2,2,125,0,0,DY+2,R,No,0.0,0,0
9,QMJHL,100224/tomas-pavelka,D,2013,20.294444,56,8,31,39,0.696429,2,2,123,0,0,DY+2,L,No,0.0,0,0
10,QMJHL,100294/alexandre-sansregret,F,2011,17.822222,21,0,1,1,0.05,1,1,21,1,0,DY-1,L,No,0.0,0,0
14,WHL,100304/carson-stadnyk,F,2016,21.605556,71,21,28,49,0.690141,4,4,284,0,1,DY+3,L,No,0.0,0,0
15,OHL,100323/richard-mraz,F,2013,20.572222,8,1,0,1,0.13,1,0,8,1,0,DY+2,R,No,0.0,0,0
17,USHL,100430/lukas-buchta,D,2015,20.777778,59,8,12,20,0.338983,2,1,78,0,0,DY+2,R,No,0.0,0,0
20,WHL,100457/michal-plutnar,D,2014,20.566667000000002,51,3,9,12,0.235294,3,3,182,0,1,DY+2,R,No,0.0,0,0
21,WHL,100459/juraj-bezuch,F,2012,18.736110999999998,67,8,13,21,0.313433,1,1,67,1,0,DY,L,No,0.0,0,0
22,USHL,100462/jiri-fronk,F,2015,21.605556,60,29,21,50,0.833333,1,1,60,1,0,DY+3,R,No,0.0,0,0
24,OHL,100466/patrik-machac,F,2013,19.394444,68,12,28,40,0.5882350000000001,2,2,129,0,0,DY+1,L,No,0.0,0,0
25,USHL,100468/charlie-pelnik,D,2013,18.333333,24,0,1,1,0.041667,1,1,24,1,0,DY,L,No,0.0,0,0
28,WHL,100478/dominik-volek,F,2014,20.675,55,20,16,36,0.6545449999999999,3,3,157,0,1,DY+2,L,No,0.0,0,0
31,WHL,100577/richard-nejezchleb,F,2015,21.369444,49,20,31,51,1.040816,3,3,150,0,1,DY+3,L,Yes,0.0,0,0
33,QMJHL,100592/jean-philippe-roy-vallieres,F,2007,19.833333,7,1,3,4,0.57,2,0,36,0,0,DY+1,L,No,0.0,0,0
34,QMJHL,100611/alex-gagnon,F,2011,17.897222,4,1,1,2,0.5,1,0,4,1,0,DY-1,L,No,0.0,0,0
37,QMJHL,100613/jonathan-delorme,D,2013,20.072222,54,1,6,7,0.13,3,2,97,0,0,DY+2,L,No,0.0,0,0
38,QMJHL,100620/alex-cote,F,2012,19.983333,43,8,6,14,0.325581,1,1,43,1,0,DY+1,L,No,0.0,0,0
39,QMJHL,100621/benjamin-lagarde,F,2012,19.308332999999998,6,0,1,1,0.17,1,0,6,1,0,DY+1,L,No,0.0,0,0
40,QMJHL,100780/connor-gagnon,F,2011,18.927778,24,2,2,4,0.17,1,1,24,1,0,DY,R,No,0.0,0,0
41,QMJHL,100792/alexis-dufour,F,2011,18.933332999999998,9,2,0,2,0.22,1,0,9,1,0,DY,L,No,0.0,0,0
44,QMJHL,100793/philippe-archambault,D,2014,21.452778,63,4,4,8,0.13,3,3,178,0,1,DY+3,L,No,0.0,0,0
46,WHL,10080/hampus-gustafsson,F,2011,20.397222,70,10,33,43,0.614286,2,2,131,0,0,DY+2,L,No,0.0,0,0
50,WHL,100800/ayrton-nikkel,D,2015,20.041667,70,2,9,11,0.157143,4,4,238,0,1,DY+2,L,No,0.0,0,0
53,QMJHL,100867/jan-kostalek,D,2015,20.577778,57,7,36,43,0.754386,3,3,160,0,1,DY+2,R,Yes,0.0,0,0
54,QMJHL,100920/felix-antoine-chabot,D,2011,18.666667,1,2,0,2,2.0,1,0,1,1,0,DY,L,No,0.0,0,0
55,QMJHL,100923/antoine-nadeau,D,2011,18.925,3,0,1,1,0.33,1,0,3,1,0,DY,L,No,0.0,0,0
56,QMJHL,100928/samuel-gauthier,F,2013,20.386111,34,2,2,4,0.12,1,1,34,1,0,DY+2,L,No,0.0,0,0
60,QMJHL,101021/anthony-quessy,F,2001,21.355556,65,20,30,50,0.769231,4,4,236,0,1,DY+3,L,No,0.0,0,0
61,QMJHL,101065/alex-pisarik,D,2014,19.680556,7,0,1,1,0.14,1,0,7,1,0,DY+1,R,No,0.0,0,0
63,WHL,101099/carson-samoridny,F,2013,19.225,60,10,10,20,0.333333,2,2,93,0,0,DY+1,R,No,0.0,0,0
64,USHL,101102/adam-brady,F,2016,21.108333,27,9,15,24,0.8888889999999999,1,1,27,1,0,DY+3,L,No,0.0,0,0
67,USHL,101143/david-nemecek,D,2016,21.211111,60,2,7,9,0.15,3,3,150,0,1,DY+3,L,No,0.0,0,0
68,WHL,101158/adam-rehak,F,2012,19.969444,16,2,2,4,0.25,1,0,16,1,0,DY+1,L,No,0.0,0,0
71,QMJHL,101192/kris-hodge,F,2015,19.925,39,0,10,10,0.25640999999999997,3,3,148,0,1,DY+1,L,No,0.0,0,0
74,QMJHL,101208/andrew-meredith,F,2014,20.330556,1,1,0,1,1.0,3,0,58,0,0,DY+2,L,No,0.0,0,0
78,QMJHL,101209/julien-lepage,D,2014,20.652778,54,2,9,11,0.203704,4,4,202,0,1,DY+2,L,No,0.0,0,0
79,OHL,101219/ondrej-kopta,F,2013,18.411111,51,3,8,11,0.21568600000000002,1,1,51,1,0,DY,L,No,0.0,0,0
81,OHL,101221/dominik-kubalik,F,2014,19.066667000000002,59,18,11,29,0.491525,2,2,126,0,0,DY+1,L,Yes,0.0,0,0
84,QMJHL,101225/jan-mandat,F,2016,20.825,62,20,44,64,1.032258,3,3,180,0,1,DY+2,L,No,0.0,0,0
85,OHL,101228/david-sysala,F,2013,18.361110999999998,11,1,0,1,0.09,1,0,11,1,0,DY,L,No,0.0,0,0
86,WHL,10123/denis-rehak,D,2004,19.336111,25,0,3,3,0.12,1,1,25,1,0,DY+1,L,Yes,0.0,0,0
88,QMJHL,101252/patrik-zdrahal,F,2014,19.433332999999998,49,13,19,32,0.653061,2,2,113,0,0,DY+1,L,No,0.0,0,0
91,QMJHL,101414/bryan-main,D,2008,20.613889,66,2,14,16,0.24242399999999997,3,3,195,0,1,DY+2,R,No,0.0,0,0
96,USHL,101415/mason-jobst,F,2015,21.577778,11,2,5,7,0.636364,5,0,158,0,1,DY+3,L,No,0.0,0,0
98,QMJHL,101417/kris-macdonald,F,2006,20.652778,62,3,4,7,0.11,2,2,119,0,0,DY+2,L,No,0.0,0,0
99,QMJHL,101421/jordan-mcinnis,F,2012,19.219444,2,0,2,2,1.0,1,0,2,1,0,DY+1,-,No,0.0,0,0
100,USHL,101430/nathan-walker,F,2013,19.605556,29,7,20,27,0.931034,1,1,29,1,0,DY+1,L,Yes,0.166667,12,1
101,QMJHL,1015/johnny-oduya,D,2001,19.955556,68,14,54,68,1.0,1,1,68,1,0,DY+1,L,Yes,0.223529,850,1
102,USHL,101512/joel-herbert,F,2015,21.225,51,3,8,11,0.21568600000000002,1,1,51,1,0,DY+3,L,No,0.0,0,0
104,OHL,10157/jordan-staal,F,2006,18.013889000000002,68,28,40,68,1.0,2,2,134,0,0,DY,L,Yes,0.571109,893,1
107,WHL,101578/josh-connolly,D,2015,20.058332999999998,63,13,41,54,0.857143,3,3,188,0,1,DY+2,R,No,0.0,0,0
111,OHL,10158/jared-staal,F,2010,20.066667000000002,59,12,37,49,0.830508,4,4,249,0,1,DY+2,R,Yes,0.0,2,1
116,WHL,101580/macoy-erkamps,D,2016,21.619444,72,13,58,71,0.9861110000000001,5,5,341,0,1,DY+3,R,No,0.0,0,0
120,WHL,101581/shea-theodore,D,2015,20.116667,43,13,35,48,1.116279,4,4,253,0,1,DY+2,L,Yes,0.43005200000000005,193,1
124,WHL,101587/luke-bertolucci,F,2016,21.438889,67,5,12,17,0.253731,4,4,228,0,1,DY+3,L,No,0.0,0,0
129,WHL,101590/jackson-houck,F,2016,21.619444,56,20,33,53,0.9464290000000001,5,5,312,0,1,DY+3,R,Yes,0.0,0,0
131,WHL,101592/brandon-potomak,F,2014,19.388889000000002,30,1,1,2,0.07,2,2,100,0,0,DY+1,R,No,0.0,0,0
135,WHL,101593/carter-popoff,F,2016,21.35,65,12,26,38,0.584615,4,4,272,0,1,DY+3,R,No,0.0,0,0
139,WHL,101594/cole-sanford,F,2016,21.125,63,41,29,70,1.111111,4,4,260,0,1,DY+3,R,No,0.0,0,0
140,USHL,101595/evan-tironese,F,2014,19.119444,56,10,28,38,0.678571,1,1,56,1,0,DY+1,L,No,0.0,0,0
143,WHL,101607/kevin-pochuk,D,2014,19.313889,10,0,2,2,0.2,3,0,50,0,0,DY+1,R,No,0.0,0,0
147,WHL,101616/remi-laurencelle,F,2016,20.944444,69,28,30,58,0.8405799999999999,4,4,260,0,1,DY+2,L,No,0.0,0,0
149,WHL,101622/geordie-maguire,F,2014,19.411111,35,8,7,15,0.428571,2,2,100,0,0,DY+1,L,No,0.0,0,0
154,WHL,101624/jonathon-martin,F,2016,21.061111,70,41,32,73,1.042857,5,5,316,0,1,DY+3,R,No,0.0,0,0
155,WHL,101632/christian-stockl,F,2013,18.411111,62,3,7,10,0.16129000000000002,1,1,62,1,0,DY,R,No,0.0,0,0
160,WHL,101633/nick-zajac,F,2016,21.466667,72,20,32,52,0.722222,5,5,322,0,1,DY+3,L,No,0.0,0,0
163,WHL,101642/tanner-faith,D,2016,20.944444,59,3,21,24,0.40678000000000003,3,2,133,0,0,DY+2,R,Yes,0.0,0,0
167,WHL,101647/brayden-burke,F,2018,21.705556,61,31,82,113,1.852459,4,4,236,0,1,DY+3,L,No,0.0,0,0
172,WHL,101648/trevor-cox,F,2016,21.091667,56,18,43,61,1.089286,5,5,324,0,1,DY+3,L,No,0.0,0,0
173,QMJHL,101652/nicholas-parisella,F,2011,17.877778,3,1,0,1,0.33,1,0,3,1,0,DY-1,R,No,0.0,0,0
174,USHL,101671/richard-buri,D,2013,19.675,24,0,1,1,0.041667,1,1,24,1,0,DY+1,L,No,0.0,0,0
177,OHL,101729/bryan-kazarian,F,2001,20.208333,68,16,28,44,0.647059,3,3,177,0,1,DY+2,R,No,0.0,0,0
179,OHL,101743/ryan-chapman,F,2001,20.430556,20,1,1,2,0.1,2,1,27,0,0,DY+2,R,No,0.0,0,0
183,OHL,101749/rodney-bauman,F,2004,21.497222,49,17,28,45,0.918367,4,4,221,0,1,DY+3,L,No,0.0,0,0
185,OHL,101750/richard-colwill,F,2002,20.636111,52,3,20,23,0.442308,2,2,92,0,0,DY+2,R,No,0.0,0,0
186,WHL,101863/mikulas-rimmel,F,2013,17.983333,43,3,4,7,0.16,1,1,43,1,0,DY-1,R,No,0.0,0,0
190,OHL,101949/jean-dupuy,F,2015,20.941667000000002,54,18,28,46,0.851852,4,4,194,0,1,DY+2,L,No,0.0,0,0
191,USHL,101957/brandon-hawkins,F,2014,20.388889000000002,54,26,22,48,0.8888889999999999,1,1,54,1,0,DY+2,R,No,0.0,0,0
192,USHL,10196/adam-burish,F,2002,19.691667000000002,61,24,33,57,0.934426,1,1,61,1,0,DY+1,R,Yes,0.15872999999999998,378,1
194,USHL,101962/andrew-copp,F,2012,18.186111,18,3,7,10,0.555556,2,0,40,0,0,DY,L,Yes,0.28668899999999997,293,1
195,USHL,101966/brett-curran,D,2011,18.572222,31,1,0,1,0.032257999999999995,1,1,31,1,0,DY,-,No,0.0,0,0
199,WHL,10197/matt-keith,F,2003,20.427778,56,27,28,55,0.982143,4,4,196,0,1,DY+2,R,Yes,0.185185,27,1
202,WHL,10200/d.j.-king,F,2004,20.216667,63,13,17,30,0.47618999999999995,3,3,183,0,1,DY+2,L,Yes,0.09322000000000001,118,1
206,QMJHL,102016/sebastien-lucier,F,2002,21.675,37,9,8,17,0.459459,4,4,212,0,1,DY+3,L,No,0.0,0,0
210,OHL,102053/dan-desrochers,F,2016,21.063889,68,15,15,30,0.441176,4,4,256,0,1,DY+3,L,No,0.0,0,0
212,OHL,102064/grant-syrette,F,2013,19.105556,9,0,1,1,0.11,2,0,62,0,0,DY+1,L,No,0.0,0,0
216,WHL,10207/riley-cote,F,2002,20.497222,67,28,23,51,0.7611939999999999,4,4,235,0,1,DY+2,L,No,0.0,0,0
219,WHL,102077/travis-churchman,F,2000,20.580556,63,10,7,17,0.269841,3,3,180,0,1,DY+2,L,No,0.0,0,0
224,WHL,102087/david-mcdonald,F,2004,21.344444,56,11,27,38,0.678571,5,5,287,0,1,DY+3,L,No,0.0,0,0
228,WHL,102088/jordan-mcgillivray,F,2006,21.613889,16,2,1,3,0.19,4,0,209,0,1,DY+3,L,No,0.0,0,0
232,OHL,10211/brad-richardson,F,2005,20.613889,68,41,56,97,1.4264709999999998,4,3,208,0,1,DY+2,L,Yes,0.308411,749,1
234,USHL,10212/paul-stastny,F,2004,18.716667,56,30,47,77,1.375,2,2,113,0,0,DY,L,Yes,0.787185,874,1
237,QMJHL,10218/marc-edouard-vlasic,D,2006,19.458333,66,16,57,73,1.106061,3,3,177,0,1,DY+1,L,Yes,0.32228,965,1
239,QMJHL,10219/tomas-malec,D,2002,20.338889,51,14,32,46,0.901961,2,2,115,0,0,DY+2,L,Yes,0.043477999999999996,46,1
242,OHL,10221/nikita-alexeyev,F,2001,19.716667,64,31,41,72,1.125,3,3,189,0,1,DY+1,L,Yes,0.237179,156,1
245,WHL,102226/jackson-playfair,F,2015,21.269444,74,12,11,23,0.310811,3,3,193,0,1,DY+3,R,No,0.0,0,0
246,USHL,102237/jordan-klimek,D,2014,19.075,54,2,14,16,0.296296,1,1,54,1,0,DY+1,L,No,0.0,0,0
248,QMJHL,10224/alexandre-burrows,F,2002,21.427778,64,35,35,70,1.09375,2,2,127,0,0,DY+3,L,No,0.0,0,0
249,USHL,102243/bo-pellah,D,2014,19.305556,50,3,19,22,0.44,1,1,50,1,0,DY+1,L,No,0.0,0,0
250,WHL,102246/austin-ferguson,F,2012,17.677778,56,1,3,4,0.07,1,1,56,1,0,DY-1,R,No,0.0,0,0
253,QMJHL,10226/bruno-gervais,D,2004,19.95,23,4,6,10,0.434783,3,3,160,0,1,DY+1,R,Yes,0.208134,418,1
255,WHL,102274/brett-roulston,F,2014,19.916667,48,1,7,8,0.17,2,2,105,0,0,DY+1,R,No,0.0,0,0
258,OHL,10228/shane-o-brien,D,2003,20.1,62,16,26,42,0.677419,3,3,190,0,1,DY+2,L,Yes,0.171322,537,1
262,WHL,102283/joe-carvalho,D,2016,20.858333,72,2,29,31,0.43055600000000005,4,4,239,0,1,DY+2,L,No,0.0,0,0
264,WHL,102294/ryan-coghlan,D,2015,19.875,24,2,4,6,0.25,2,2,81,0,0,DY+1,R,No,0.0,0,0
268,WHL,102301/austin-adam,D,2015,20.522222,55,3,10,13,0.236364,4,4,182,0,1,DY+2,R,No,0.0,0,0
272,QMJHL,10233/aaron-johnson,D,2003,20.375,57,10,51,61,1.070175,4,4,250,0,1,DY+2,L,Yes,0.213058,291,1
275,WHL,10235/gilbert-brule,F,2006,19.705556,27,23,15,38,1.407407,3,3,164,0,1,DY+1,R,Yes,0.317726,299,1
278,WHL,102378/ben-betker,D,2015,20.975,64,6,25,31,0.484375,3,3,200,0,1,DY+2,L,Yes,0.0,0,0
283,WHL,102383/jason-fram,D,2016,21.394444,55,12,34,46,0.836364,5,5,308,0,1,DY+3,R,No,0.0,0,0
287,WHL,102384/arvin-atwal,D,2016,20.802778,71,11,39,50,0.704225,4,4,220,0,1,DY+2,R,No,0.0,0,0
290,OHL,10245/josh-gratton,F,2003,21.016667,62,26,30,56,0.903226,3,3,166,0,1,DY+3,L,No,0.0,0,0
294,WHL,102456/taylor-green,D,2015,20.677778,10,1,2,3,0.3,4,0,143,0,0,DY+2,L,No,0.0,0,0
295,QMJHL,10247/keith-yandle,D,2006,20.016667,66,25,59,84,1.272727,1,1,66,1,0,DY+2,L,Yes,0.5821390000000001,907,1
300,OHL,10248/greg-jacina,F,2003,21.313889,56,19,47,66,1.1785709999999998,5,4,246,0,1,DY+3,R,No,0.0,0,0
303,WHL,10256/mikhail-fisenko,F,2011,21.288889,64,8,32,40,0.625,3,3,179,0,1,DY+3,L,No,0.0,0,0
308,WHL,10259/ben-ondrus,F,2003,21.222222,67,33,36,69,1.029851,5,5,316,0,1,DY+3,R,No,0.0,0,0
309,USHL,10260/brandon-bochenski,F,2001,19.447222,55,47,33,80,1.454545,1,1,55,1,0,DY+1,R,Yes,0.43589700000000003,156,1
313,WHL,10261/nate-thompson,F,2005,20.944444,58,19,15,34,0.5862069999999999,4,4,253,0,1,DY+2,L,Yes,0.202296,697,1
317,WHL,102746/curtis-austring,F,2003,20.944444,66,7,22,29,0.43939399999999995,4,4,241,0,1,DY+2,L,No,0.0,0,0
321,OHL/WHL,102751/richard-kelly,F,2004,20.825,59,11,15,26,0.44067799999999996,4,3,204,0,1,DY+2,L,No,0.0,0,0
326,WHL,102754/kyle-pess,F,2007,21.491667,7,3,0,3,0.43,5,0,228,0,1,DY+3,L,No,0.0,0,0
330,OHL,10294/patrick-davis,F,2006,19.713889,60,35,33,68,1.133333,4,3,162,0,1,DY+1,R,Yes,0.11111099999999999,9,1
332,WHL,102975/david-soltes,F,2015,20.611110999999998,44,13,15,28,0.636364,2,1,59,0,0,DY+2,R,No,0.0,0,0
336,WHL,10298/david-bararuk,F,2003,20.302778,66,29,64,93,1.409091,4,4,212,0,1,DY+2,L,Yes,0.0,0,0
340,WHL,103011/derek-werenka,F,2007,21.530556,39,9,21,30,0.769231,4,4,159,0,1,DY+3,L,No,0.0,0,0
342,WHL,103012/joel-henitiuk,F,2005,20.405556,65,12,17,29,0.446154,2,2,120,0,0,DY+2,L,No,0.0,0,0
345,OHL,10302/matt-lashoff,D,2006,19.961111,56,7,40,47,0.8392860000000001,3,3,162,0,1,DY+1,L,Yes,0.216216,74,1
350,WHL,10303/triston-grant,F,2005,21.619444,70,20,12,32,0.457143,5,5,291,0,1,DY+3,L,Yes,0.090909,11,1
355,WHL,103084/jeff-topilko,F,2007,21.275,66,21,33,54,0.818182,5,5,272,0,1,DY+3,R,No,0.0,0,0
359,OHL,10313/justin-papineau,F,2000,20.666667,60,40,36,76,1.266667,4,4,244,0,1,DY+2,L,Yes,0.23456799999999997,81,1
362,OHL,10314/corey-locke,F,2004,20.352778,65,51,67,118,1.8153849999999998,3,3,186,0,1,DY+2,L,Yes,0.11111099999999999,9,1
364,USHL,103147/matias-cleland,D,2013,19.630556,63,9,30,39,0.6190479999999999,2,2,104,0,0,DY+1,L,No,0.0,0,0
367,QMJHL,10315/simon-gamache,F,2001,20.7,72,74,110,184,2.555556,3,3,214,0,1,DY+2,L,Yes,0.270833,48,1
370,WHL,10320/steven-goertzen,F,2004,20.302778,69,15,18,33,0.478261,3,3,206,0,1,DY+2,R,Yes,0.058824,68,1
373,USHL,103214/gage-hough,F,2014,21.466667,59,24,28,52,0.8813559999999999,3,3,133,0,1,DY+3,R,No,0.0,0,0
374,USHL,10322/tim-jackman,F,2000,18.836111,25,11,9,20,0.8,1,1,25,1,0,DY,R,Yes,0.15528,483,1
378,QMJHL,10325/martin-grenier,D,2001,20.869444,54,14,35,49,0.907407,4,4,242,0,1,DY+2,L,Yes,0.055555999999999994,18,1
379,OHL,10333/anthony-aquino,F,2003,21.122222,14,10,9,19,1.357143,1,0,14,1,0,DY+3,R,Yes,0.0,0,0
380,USHL,10335/james-jernberg,D,2001,20.372222,54,2,10,12,0.22222199999999998,1,1,54,1,0,DY+2,R,No,0.0,0,0
381,QMJHL,103371/stephen-north,F,2000,19.008333,34,3,2,5,0.15,1,1,34,1,0,DY+1,R,No,0.0,0,0
384,QMJHL,103377/tyler-whitehead,F,2007,21.536111,70,21,27,48,0.685714,3,3,193,0,1,DY+3,L,No,0.0,0,0
388,QMJHL,103378/greg-hoffe,D,2005,20.95,10,1,1,2,0.2,4,0,162,0,1,DY+2,L,No,0.0,0,0
391,QMJHL,103398/dustin-russell,F,2001,21.052778,72,38,38,76,1.055556,3,3,213,0,1,DY+3,R,No,0.0,0,0
395,QMJHL,103402/derrick-kent,F,2004,21.238889,60,23,28,51,0.85,4,4,251,0,1,DY+3,L,No,0.0,0,0
396,QMJHL,103406/ryan-penney,F,2006,19.427778,19,1,4,5,0.26,1,0,19,1,0,DY+1,L,No,0.0,0,0
398,WHL,103409/jarrett-fontaine,F,2013,18.333333,68,6,9,15,0.220588,2,2,132,0,0,DY,L,No,0.0,0,0
403,WHL,103411/jordan-tkatch,F,2016,21.308332999999998,68,24,41,65,0.955882,5,5,336,0,1,DY+3,L,No,0.0,0,0
404,QMJHL,103420/zach-beaton,F,2014,19.508333,45,2,1,3,0.07,1,1,45,1,0,DY+1,L,No,0.0,0,0
405,QMJHL,103457/damon-macdonald,F,2013,18.369444,7,1,0,1,0.14,1,0,7,1,0,DY,R,No,0.0,0,0
406,QMJHL,103462/thomas-stavert,F,2014,19.569444,1,1,0,1,1.0,1,0,1,1,0,DY+1,L,No,0.0,0,0
410,WHL,10350/mike-card,D,2006,20.575,64,12,43,55,0.859375,4,4,269,0,1,DY+2,R,Yes,0.0,4,1
413,OHL,103517/daniil-zharkov,F,2013,19.608333,59,25,18,43,0.7288140000000001,3,3,145,0,1,DY+1,L,Yes,0.0,0,0
417,WHL,10352/eric-fehr,F,2005,20.022222,71,59,52,111,1.56338,4,4,275,0,1,DY+2,R,Yes,0.338957,652,1
418,OHL,103522/jan-soukup,F,2001,18.975,17,2,1,3,0.18,1,0,17,1,0,DY,R,No,0.0,0,0
420,WHL,103529/adam-tambellini,F,2015,20.872222,71,47,39,86,1.211268,2,2,102,0,0,DY+2,L,Yes,0.0,0,0
423,OHL,10353/nathan-mciver,D,2005,20.691667000000002,67,4,22,26,0.38806,3,3,192,0,1,DY+2,L,Yes,0.027777999999999997,36,1
426,WHL,103534/connor-honey,F,2014,20.455556,7,2,4,6,0.86,3,0,127,0,0,DY+2,R,No,0.0,0,0
431,WHL,10363/mitch-love,D,2005,21.25,59,9,20,29,0.491525,5,5,318,0,1,DY+3,L,No,0.0,0,0
434,OHL,10366/kyle-quincey,D,2005,20.091667,59,15,31,46,0.7796609999999999,3,3,189,0,1,DY+2,L,Yes,0.269625,586,1
437,OHL,10370/drew-larman,F,2005,20.333333,70,13,10,23,0.328571,3,3,205,0,1,DY+2,R,No,0.0,0,0
441,WHL,103707/coda-gordon,F,2015,21.113889,62,25,36,61,0.9838709999999999,4,4,257,0,1,DY+3,L,Yes,0.0,0,0
445,WHL,103717/joel-hamilton,F,2015,21.016667,67,14,25,39,0.58209,4,4,251,0,1,DY+3,L,No,0.0,0,0
447,USHL,10372/joe-pavelski,F,2004,20.177778,54,21,31,52,0.9629629999999999,2,2,114,0,0,DY+2,R,Yes,0.790239,963,1
451,QMJHL,103763/ryan-graves,D,2015,20.316667000000002,50,15,24,39,0.78,4,4,245,0,1,DY+2,L,Yes,0.19230799999999998,26,1
453,WHL,10379/jacob-berglund,F,2011,19.827778,61,18,15,33,0.540984,2,2,132,0,0,DY+1,L,No,0.0,0,0
454,WHL,103838/edson-harlacher,D,2014,18.647222,71,0,9,9,0.13,1,1,71,1,0,DY,L,No,0.0,0,0
456,WHL,10384/ricard-blidstrand,D,2012,20.402778,62,5,21,26,0.41935500000000003,2,2,132,0,0,DY+2,L,Yes,0.0,0,0
457,USHL,10390/gerard-hanson,F,2012,20.130556,53,11,16,27,0.509434,1,1,53,1,0,DY+2,R,No,0.0,0,0
459,OHL,10393/gabriel-landeskog,F,2011,18.811111,53,36,30,66,1.245283,2,2,114,0,0,DY,L,Yes,0.71848,579,1
463,OHL,103947/zach-nastasiuk,F,2015,20.458333,64,35,42,77,1.203125,4,4,256,0,1,DY+2,R,Yes,0.0,0,0
467,QMJHL,104025/olivier-caouette,F,2015,21.694444,63,12,18,30,0.47618999999999995,4,4,258,0,1,DY+3,L,No,0.0,0,0
471,OHL,10403/mark-flood,D,2005,20.961111,60,4,38,42,0.7,4,4,253,0,1,DY+2,R,Yes,0.20512800000000003,39,1
474,OHL,104033/jared-gilbert,D,2014,19.680556,19,0,3,3,0.16,3,0,97,0,0,DY+1,L,No,0.0,0,0
476,USHL,10404/tim-conboy,D,2002,20.480556,43,5,21,26,0.604651,2,2,94,0,0,DY+2,R,Yes,0.10169500000000001,59,1
479,QMJHL,104045/anthony-mantha,F,2014,19.997222,57,57,63,120,2.105263,3,3,187,0,1,DY+1,L,Yes,0.62212,217,1
480,USHL,104046/brendan-silk,F,2011,17.672222,11,2,1,3,0.272727,1,0,11,1,0,DY-1,R,No,0.0,0,0
483,WHL,10405/kyle-cumiskey,D,2006,19.786111,51,6,24,30,0.5882350000000001,3,3,177,0,1,DY+1,L,Yes,0.251799,139,1
487,WHL,10406/brett-carson,D,2006,20.794444,72,11,29,40,0.555556,4,4,262,0,1,DY+2,R,Yes,0.14444400000000002,90,1
489,OHL,104067/jarkko-parikka,D,2015,18.025,68,1,6,7,0.1,2,2,119,0,0,DY,L,No,0.0,0,0
494,WHL,10410/scott-kelman,F,2002,21.355556,71,34,50,84,1.183099,5,5,332,0,1,DY+3,L,Yes,0.0,0,0
498,WHL,10411/cody-mcleod,F,2005,21.219444,70,31,29,60,0.857143,4,4,257,0,1,DY+3,L,No,0.0,0,0
501,OHL,10419/jeff-heerema,F,2000,20.661111,67,36,41,77,1.149254,3,3,192,0,1,DY+2,R,Yes,0.1875,32,1
505,QMJHL,10420/josh-hennessy,F,2005,20.605556,68,35,50,85,1.25,4,4,269,0,1,DY+2,L,Yes,0.043477999999999996,23,1
510,OHL,10422/cory-pecker,F,2002,21.486110999999998,56,53,46,99,1.767857,5,5,279,0,1,DY+3,R,Yes,0.0,0,0
513,WHL,104226/brett-lernout,D,2015,19.975,72,14,28,42,0.583333,3,3,203,0,1,DY+1,R,Yes,0.047619,21,1
515,OHL,10425/sam-gagner,F,2007,18.097222,53,35,83,118,2.2264150000000003,2,2,109,0,0,DY,R,Yes,0.55611,802,1
519,OHL,10426/bryan-little,F,2007,19.841667,57,41,66,107,1.8771930000000001,4,4,247,0,1,DY+1,R,Yes,0.617225,836,1
523,WHL,10429/karl-alzner,D,2008,19.975,60,7,29,36,0.6,4,4,259,0,1,DY+1,L,Yes,0.190616,682,1
526,OHL,10430/drew-doughty,D,2008,18.769444,58,13,37,50,0.8620690000000001,3,3,190,0,1,DY,R,Yes,0.548122,852,1
529,WHL,10431/cody-franson,D,2007,20.102778,59,17,34,51,0.8644069999999999,3,3,194,0,1,DY+2,R,Yes,0.385455,550,1
533,WHL,10432/dustin-kohn,D,2007,20.619444,61,5,45,50,0.819672,4,4,253,0,1,DY+2,L,Yes,0.181818,22,1
534,QMJHL,104323/maxime-cotnoir,F,2004,18.394444,17,0,3,3,0.18,1,0,17,1,0,DY,L,No,0.0,0,0
538,OHL,10433/patrick-mcneill,D,2007,20.494444,58,22,36,58,1.0,4,4,249,0,1,DY+2,L,Yes,0.0,0,0
542,WHL,10434/codey-burki,F,2007,19.827778,70,36,49,85,1.214286,4,4,261,0,1,DY+1,L,Yes,0.0,0,0
546,QMJHL,10435/marc-andre-cliche,F,2007,20.477778,52,24,30,54,1.038462,4,3,189,0,1,DY+2,R,Yes,0.09271499999999999,151,1
550,QMJHL,10436/angelo-esposito,F,2009,20.569444,35,24,18,42,1.2,4,4,208,0,1,DY+2,L,Yes,0.0,0,0
